1	1	1	0.21 -0.28 -0.17 0.31 -0.1 0.26 -0.04 0.24 0.0 0.26 0.04 0.25 0.11 0.26 0.17 0.3 0.12 0.36 0.05 0.39 0.0 0.39 
1	1	2	0.21 -0.29 -0.18 0.3 -0.11 0.27 -0.05 0.25 0.0 0.26 0.04 0.25 0.12 0.27 0.18 0.3 0.12 0.35 0.05 0.38 0.0 0.39 
1	1	3	0.21 -0.29 -0.18 0.3 -0.12 0.27 -0.04 0.25 0.0 0.26 0.04 0.25 0.1 0.26 0.18 0.3 0.1 0.35 0.05 0.38 0.0 0.39 
1	1	4	0.21 -0.29 -0.2 0.3 -0.13 0.28 -0.05 0.26 -0.01 0.26 0.04 0.26 0.1 0.27 0.18 0.3 0.1 0.36 0.04 0.39 -0.01 0.4 
1	1	5	0.21 -0.28 -0.2 0.3 -0.12 0.27 -0.04 0.26 0.0 0.27 0.05 0.26 0.11 0.27 0.19 0.3 0.11 0.36 0.05 0.39 0.0 0.39 
1	1	6	0.21 -0.28 -0.2 0.29 -0.11 0.28 -0.05 0.26 -0.01 0.27 0.05 0.27 0.11 0.28 0.2 0.3 0.11 0.36 0.05 0.38 -0.01 0.39 
1	1	7	0.21 -0.29 -0.21 0.29 -0.12 0.27 -0.05 0.25 -0.01 0.27 0.04 0.26 0.1 0.27 0.19 0.3 0.1 0.36 0.04 0.38 -0.01 0.39 
1	1	8	0.22 -0.29 -0.21 0.31 -0.12 0.28 -0.06 0.26 -0.01 0.28 0.05 0.26 0.11 0.28 0.19 0.31 0.11 0.36 0.05 0.39 -0.01 0.4 
1	1	9	0.21 -0.28 -0.21 0.3 -0.12 0.28 -0.06 0.26 -0.01 0.27 0.05 0.26 0.11 0.28 0.19 0.31 0.11 0.36 0.05 0.39 -0.01 0.4 
1	1	10	0.22 -0.29 -0.2 0.3 -0.11 0.27 -0.05 0.26 0.0 0.27 0.05 0.26 0.11 0.27 0.2 0.31 0.11 0.36 0.05 0.39 -0.01 0.4 
1	1	11	0.22 -0.29 -0.21 0.3 -0.12 0.26 -0.05 0.23 0.01 0.25 0.06 0.23 0.13 0.26 0.2 0.3 0.14 0.38 0.06 0.42 0.01 0.42 
1	1	12	0.21 -0.29 -0.21 0.3 -0.14 0.25 -0.06 0.21 0.0 0.22 0.05 0.21 0.14 0.25 0.22 0.3 0.14 0.39 0.06 0.43 0.01 0.43 
1	1	13	0.21 -0.29 -0.22 0.27 -0.15 0.23 -0.07 0.21 0.0 0.22 0.06 0.21 0.15 0.23 0.23 0.29 0.15 0.39 0.06 0.43 0.01 0.43 
1	1	14	0.22 -0.3 -0.21 0.27 -0.14 0.24 -0.06 0.22 0.01 0.23 0.07 0.22 0.16 0.24 0.24 0.3 0.16 0.39 0.08 0.42 0.02 0.43 
1	1	15	0.22 -0.29 -0.21 0.28 -0.13 0.25 -0.06 0.22 0.0 0.23 0.06 0.22 0.14 0.26 0.21 0.3 0.15 0.39 0.06 0.42 0.01 0.43 
1	1	16	0.21 -0.29 -0.22 0.3 -0.13 0.26 -0.07 0.23 -0.01 0.24 0.05 0.23 0.11 0.26 0.19 0.32 0.13 0.4 0.05 0.43 -0.01 0.44 
1	1	17	0.21 -0.29 -0.21 0.28 -0.13 0.24 -0.06 0.21 -0.01 0.23 0.05 0.21 0.11 0.25 0.19 0.3 0.13 0.37 0.05 0.41 -0.01 0.42 
1	1	18	0.21 -0.3 -0.22 0.29 -0.13 0.25 -0.06 0.21 0.0 0.24 0.05 0.21 0.12 0.25 0.19 0.31 0.13 0.39 0.05 0.43 0.0 0.43 
1	1	19	0.2 -0.31 -0.22 0.27 -0.13 0.23 -0.07 0.21 -0.01 0.22 0.05 0.22 0.1 0.25 0.19 0.3 0.12 0.38 0.05 0.4 -0.01 0.41 
1	1	20	0.21 -0.31 -0.22 0.27 -0.13 0.24 -0.07 0.21 -0.01 0.23 0.04 0.22 0.11 0.25 0.19 0.31 0.11 0.37 0.05 0.41 -0.01 0.42 
1	1	21	0.21 -0.31 -0.2 0.26 -0.12 0.23 -0.07 0.21 -0.01 0.23 0.05 0.22 0.11 0.25 0.2 0.31 0.12 0.37 0.05 0.4 -0.02 0.4 
1	1	22	0.22 -0.31 -0.2 0.27 -0.13 0.23 -0.06 0.22 -0.01 0.23 0.05 0.22 0.12 0.25 0.2 0.3 0.12 0.37 0.05 0.4 -0.01 0.4 
1	1	23	0.21 -0.31 -0.2 0.26 -0.13 0.23 -0.07 0.21 -0.02 0.22 0.04 0.22 0.11 0.24 0.19 0.29 0.11 0.36 0.04 0.4 -0.02 0.4 
1	1	24	0.22 -0.31 -0.21 0.26 -0.13 0.22 -0.07 0.2 -0.02 0.22 0.04 0.21 0.1 0.24 0.19 0.28 0.11 0.36 0.04 0.39 -0.02 0.39 
1	1	25	0.21 -0.31 -0.21 0.26 -0.14 0.22 -0.07 0.21 -0.02 0.22 0.05 0.21 0.11 0.24 0.19 0.29 0.11 0.36 0.05 0.39 -0.02 0.4 
1	1	26	0.21 -0.31 -0.21 0.26 -0.13 0.23 -0.07 0.2 -0.02 0.22 0.05 0.21 0.1 0.24 0.19 0.29 0.11 0.36 0.05 0.4 -0.02 0.4 
1	1	27	0.22 -0.3 -0.21 0.27 -0.13 0.23 -0.07 0.2 -0.02 0.22 0.04 0.21 0.1 0.24 0.18 0.28 0.11 0.36 0.04 0.39 -0.02 0.4 
1	1	28	0.22 -0.3 -0.21 0.27 -0.13 0.23 -0.07 0.2 -0.02 0.22 0.05 0.21 0.11 0.24 0.19 0.3 0.11 0.36 0.04 0.4 -0.02 0.4 
1	1	29	0.21 -0.3 -0.21 0.26 -0.13 0.23 -0.08 0.2 -0.02 0.23 0.04 0.22 0.1 0.24 0.18 0.29 0.1 0.36 0.04 0.4 -0.03 0.4 
1	1	30	0.22 -0.3 -0.21 0.27 -0.14 0.24 -0.07 0.21 -0.02 0.23 0.04 0.21 0.11 0.25 0.19 0.29 0.11 0.37 0.04 0.39 -0.02 0.4 
1	2	1	0.26 -0.16 -0.19 0.36 -0.1 0.3 -0.04 0.28 0.02 0.29 0.07 0.26 0.16 0.29 0.26 0.34 0.17 0.39 0.11 0.39 0.03 0.4 
1	2	2	0.26 -0.19 -0.21 0.34 -0.1 0.3 -0.04 0.26 0.02 0.28 0.08 0.26 0.16 0.27 0.26 0.31 0.17 0.35 0.1 0.37 0.04 0.37 
1	2	3	0.27 -0.2 -0.21 0.35 -0.11 0.31 -0.05 0.27 0.02 0.3 0.09 0.27 0.16 0.28 0.27 0.31 0.18 0.35 0.1 0.36 0.03 0.37 
1	2	4	0.29 -0.21 -0.21 0.36 -0.11 0.32 -0.03 0.3 0.03 0.32 0.1 0.29 0.18 0.3 0.29 0.32 0.19 0.36 0.11 0.37 0.04 0.38 
1	2	5	0.29 -0.21 -0.21 0.34 -0.11 0.31 -0.03 0.29 0.03 0.31 0.1 0.28 0.19 0.29 0.29 0.31 0.2 0.35 0.12 0.36 0.05 0.37 
1	2	6	0.29 -0.23 -0.22 0.36 -0.11 0.31 -0.04 0.29 0.03 0.31 0.1 0.28 0.2 0.29 0.31 0.31 0.21 0.36 0.11 0.37 0.05 0.37 
1	2	7	0.3 -0.22 -0.21 0.36 -0.1 0.32 -0.03 0.3 0.03 0.31 0.1 0.28 0.19 0.29 0.3 0.31 0.21 0.36 0.12 0.37 0.06 0.39 
1	2	8	0.28 -0.22 -0.19 0.36 -0.1 0.28 -0.03 0.25 0.05 0.26 0.11 0.23 0.21 0.25 0.31 0.28 0.23 0.37 0.16 0.41 0.07 0.42 
1	2	9	0.26 -0.22 -0.21 0.35 -0.13 0.26 -0.04 0.21 0.05 0.23 0.1 0.21 0.21 0.22 0.34 0.29 0.26 0.39 0.15 0.43 0.06 0.46 
1	2	10	0.27 -0.25 -0.21 0.35 -0.13 0.26 -0.03 0.21 0.05 0.21 0.11 0.2 0.24 0.21 0.37 0.27 0.29 0.39 0.17 0.44 0.08 0.47 
1	2	11	0.27 -0.26 -0.21 0.33 -0.13 0.24 -0.03 0.19 0.05 0.2 0.11 0.17 0.25 0.19 0.37 0.27 0.29 0.38 0.17 0.43 0.09 0.44 
1	2	12	0.28 -0.26 -0.19 0.35 -0.1 0.24 -0.02 0.2 0.06 0.2 0.13 0.18 0.24 0.2 0.36 0.29 0.29 0.38 0.18 0.42 0.09 0.45 
1	2	13	0.27 -0.27 -0.17 0.35 -0.11 0.24 -0.01 0.19 0.06 0.19 0.12 0.17 0.24 0.19 0.34 0.28 0.29 0.38 0.19 0.43 0.1 0.45 
1	2	14	0.27 -0.27 -0.18 0.35 -0.11 0.24 -0.01 0.18 0.06 0.18 0.13 0.17 0.24 0.18 0.33 0.28 0.28 0.38 0.19 0.44 0.1 0.45 
1	2	15	0.27 -0.27 -0.17 0.34 -0.11 0.23 -0.01 0.17 0.06 0.17 0.13 0.16 0.24 0.17 0.33 0.28 0.27 0.38 0.18 0.43 0.1 0.45 
1	2	16	0.27 -0.28 -0.17 0.34 -0.11 0.22 -0.01 0.18 0.06 0.18 0.13 0.16 0.24 0.18 0.33 0.27 0.27 0.39 0.18 0.44 0.11 0.45 
1	2	17	0.27 -0.29 -0.16 0.34 -0.11 0.24 -0.01 0.18 0.06 0.19 0.13 0.16 0.25 0.19 0.34 0.27 0.28 0.38 0.2 0.43 0.11 0.46 
1	2	18	0.26 -0.32 -0.15 0.33 -0.1 0.22 -0.01 0.17 0.05 0.17 0.13 0.13 0.24 0.17 0.33 0.24 0.28 0.35 0.2 0.41 0.1 0.45 
1	2	19	0.24 -0.31 -0.16 0.33 -0.11 0.22 -0.03 0.16 0.05 0.16 0.12 0.14 0.23 0.16 0.33 0.23 0.29 0.36 0.18 0.44 0.1 0.45 
1	2	20	0.26 -0.32 -0.14 0.33 -0.09 0.22 -0.02 0.17 0.06 0.17 0.14 0.14 0.24 0.17 0.32 0.23 0.3 0.36 0.21 0.44 0.13 0.48 
1	2	21	0.24 -0.32 -0.15 0.35 -0.1 0.22 -0.03 0.17 0.06 0.16 0.13 0.14 0.24 0.16 0.33 0.24 0.29 0.38 0.22 0.46 0.12 0.49 
1	2	22	0.24 -0.3 -0.14 0.37 -0.1 0.24 -0.02 0.16 0.06 0.16 0.12 0.15 0.23 0.16 0.33 0.26 0.29 0.38 0.22 0.47 0.12 0.5 
1	2	23	0.24 -0.31 -0.14 0.36 -0.1 0.25 -0.01 0.17 0.07 0.17 0.12 0.15 0.23 0.16 0.33 0.25 0.31 0.37 0.23 0.47 0.13 0.49 
1	2	24	0.25 -0.31 -0.13 0.37 -0.09 0.24 -0.01 0.17 0.07 0.17 0.14 0.15 0.25 0.17 0.35 0.25 0.31 0.37 0.24 0.45 0.14 0.49 
1	2	25	0.25 -0.31 -0.13 0.34 -0.08 0.23 -0.01 0.17 0.07 0.17 0.14 0.15 0.25 0.17 0.34 0.24 0.31 0.37 0.23 0.44 0.14 0.46 
1	2	26	0.26 -0.32 -0.13 0.34 -0.08 0.23 -0.01 0.17 0.07 0.17 0.14 0.16 0.24 0.17 0.34 0.25 0.3 0.35 0.2 0.41 0.13 0.43 
1	2	27	0.29 -0.32 -0.15 0.34 -0.07 0.24 0.0 0.18 0.06 0.19 0.13 0.17 0.25 0.19 0.35 0.27 0.29 0.34 0.2 0.39 0.11 0.41 
1	2	28	0.3 -0.32 -0.17 0.35 -0.08 0.25 0.0 0.2 0.06 0.22 0.13 0.18 0.24 0.19 0.35 0.25 0.28 0.34 0.18 0.36 0.11 0.39 
1	2	29	0.3 -0.32 -0.2 0.32 -0.11 0.25 -0.03 0.21 0.05 0.22 0.12 0.19 0.23 0.19 0.35 0.24 0.24 0.31 0.16 0.35 0.07 0.36 
1	2	30	0.3 -0.32 -0.21 0.32 -0.12 0.26 -0.03 0.21 0.05 0.21 0.12 0.19 0.23 0.2 0.35 0.24 0.24 0.31 0.15 0.35 0.07 0.37 
1	2	31	0.3 -0.31 -0.22 0.33 -0.12 0.27 -0.04 0.22 0.04 0.22 0.12 0.2 0.22 0.21 0.34 0.25 0.24 0.32 0.14 0.34 0.07 0.37 
1	2	32	0.31 -0.31 -0.23 0.34 -0.12 0.27 -0.05 0.23 0.05 0.23 0.12 0.21 0.23 0.22 0.34 0.25 0.24 0.32 0.14 0.35 0.07 0.38 
1	2	33	0.31 -0.31 -0.23 0.33 -0.12 0.27 -0.05 0.22 0.04 0.23 0.12 0.21 0.22 0.22 0.34 0.26 0.24 0.33 0.14 0.35 0.06 0.38 
1	2	34	0.3 -0.3 -0.22 0.33 -0.12 0.27 -0.04 0.21 0.04 0.22 0.12 0.21 0.21 0.21 0.32 0.26 0.24 0.32 0.13 0.35 0.06 0.38 
